outcome,previous_outcome,day,time,month,wind_speed,weather,location,capacity,stadium_state,injury,match_type,opponent_strength
win,win,friday,evening,april,no_wind,cloudy,home,medium,dry,yes,competitive,average
win,tie,tuesday,evening,june,high,cloudy,home,medium,dry,no,competitive,weak
tie,loss,wednesday,evening,october,low,rainy,home,medium,dry,yes,competitive,average
tie,tie,sunday,afternoon,august,low,sunny,home,medium,dry,yes,competitive,strong
tie,tie,tuesday,evening,july,no_wind,rainy,away,small,wet,yes,competitive,strong
tie,tie,sunday,afternoon,may,low,rainy,home,medium,dry,yes,friendly,strong
tie,loss,thursday,evening,february,high,sunny,away,small,wet,no,competitive,average
tie,win,saturday,morning,august,high,sunny,home,medium,dry,no,competitive,average
tie,tie,saturday,morning,january,high,sunny,away,medium,dry,no,friendly,strong
win,tie,sunday,afternoon,september,high,cloudy,away,elite,dry,yes,friendly,average
win,win,sunday,afternoon,march,no_wind,rainy,home,medium,dry,no,friendly,weak
tie,tie,sunday,evening,april,high,cloudy,home,medium,dry,yes,friendly,strong
win,loss,saturday,afternoon,august,low,rainy,away,small,wet,yes,competitive,weak
win,win,saturday,afternoon,november,high,cloudy,home,medium,dry,no,competitive,average
tie,tie,wednesday,evening,october,low,sunny,home,medium,dry,no,friendly,strong
win,win,wednesday,evening,december,no_wind,sunny,home,medium,dry,yes,friendly,weak
win,win,saturday,morning,november,no_wind,snowy,home,medium,dry,yes,competitive,weak
win,win,thursday,evening,january,low,sunny,away,small,dry,no,competitive,weak
tie,win,sunday,afternoon,march,no_wind,sunny,away,medium,dry,yes,friendly,strong
win,win,friday,evening,july,low,sunny,away,elite,dry,yes,friendly,weak
tie,win,monday,evening,may,high,sunny,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,may,low,cloudy,home,medium,dry,yes,friendly,weak
win,tie,tuesday,evening,march,low,sunny,away,elite,dry,yes,competitive,weak
win,tie,thursday,evening,july,low,rainy,home,medium,dry,yes,competitive,average
tie,win,friday,evening,may,no_wind,cloudy,away,medium,dry,no,competitive,average
win,tie,saturday,morning,december,high,cloudy,away,small,dry,yes,competitive,weak
tie,win,tuesday,evening,may,low,cloudy,away,medium,dry,no,competitive,average
win,loss,friday,evening,september,no_wind,rainy,home,medium,dry,yes,friendly,weak
tie,tie,wednesday,evening,june,low,cloudy,home,medium,dry,yes,friendly,strong
tie,win,friday,evening,august,low,sunny,home,medium,dry,yes,competitive,average
tie,tie,wednesday,evening,august,high,sunny,home,medium,dry,yes,friendly,average
tie,tie,monday,evening,september,no_wind,cloudy,away,large,dry,no,competitive,average
tie,tie,saturday,afternoon,june,low,sunny,away,small,dry,no,friendly,strong
win,win,sunday,afternoon,april,low,rainy,away,small,wet,no,competitive,strong
win,win,sunday,morning,october,no_wind,sunny,away,elite,dry,no,competitive,average
win,loss,monday,evening,june,no_wind,rainy,away,medium,wet,no,friendly,average
loss,tie,saturday,afternoon,july,high,cloudy,home,medium,dry,yes,friendly,strong
win,loss,thursday,evening,march,low,sunny,away,elite,dry,no,friendly,average
tie,tie,tuesday,evening,december,no_wind,sunny,away,large,dry,yes,competitive,strong
win,win,sunday,afternoon,october,high,cloudy,home,medium,dry,yes,competitive,weak
tie,win,saturday,evening,march,high,sunny,home,medium,dry,yes,friendly,strong
tie,tie,wednesday,evening,december,high,sunny,home,medium,dry,yes,competitive,strong
win,win,monday,evening,july,no_wind,sunny,away,medium,dry,yes,friendly,weak
win,win,thursday,evening,october,high,rainy,away,large,wet,yes,friendly,weak
tie,win,friday,evening,march,low,cloudy,away,elite,dry,yes,friendly,average
win,loss,monday,evening,march,no_wind,sunny,home,medium,dry,no,competitive,weak
tie,loss,thursday,evening,february,high,cloudy,away,elite,dry,no,competitive,average
tie,win,saturday,morning,october,no_wind,rainy,away,small,wet,no,friendly,strong
win,win,tuesday,evening,june,low,cloudy,home,medium,dry,yes,friendly,weak
tie,loss,thursday,evening,august,low,cloudy,home,medium,dry,yes,friendly,average
win,tie,saturday,afternoon,march,no_wind,cloudy,home,medium,dry,no,friendly,strong
win,win,friday,evening,january,no_wind,snowy,away,small,wet,yes,friendly,weak
win,win,saturday,afternoon,june,no_wind,sunny,home,medium,dry,no,competitive,weak
tie,tie,tuesday,evening,september,low,rainy,home,medium,dry,yes,friendly,strong
win,tie,monday,evening,may,low,cloudy,home,medium,dry,no,competitive,average
win,win,thursday,evening,november,high,cloudy,away,medium,dry,no,competitive,weak
tie,tie,saturday,afternoon,september,low,cloudy,home,medium,dry,yes,competitive,strong
win,win,friday,evening,july,no_wind,cloudy,away,elite,dry,yes,friendly,weak
win,win,tuesday,evening,july,high,cloudy,away,small,dry,yes,friendly,weak
win,win,monday,evening,may,no_wind,sunny,away,large,dry,yes,competitive,average
tie,win,sunday,evening,december,no_wind,cloudy,home,medium,dry,yes,friendly,average
tie,tie,tuesday,evening,september,low,rainy,away,elite,wet,yes,friendly,strong
tie,win,monday,evening,february,high,snowy,away,elite,wet,yes,competitive,average
win,win,monday,evening,march,low,cloudy,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,may,high,cloudy,home,medium,dry,no,friendly,weak
tie,win,monday,evening,november,no_wind,snowy,home,medium,dry,yes,friendly,average
loss,win,friday,evening,april,no_wind,cloudy,away,elite,dry,yes,friendly,weak
tie,tie,thursday,evening,november,no_wind,rainy,away,small,wet,no,competitive,strong
loss,tie,thursday,evening,august,high,sunny,away,medium,dry,yes,friendly,strong
win,win,saturday,afternoon,january,low,rainy,away,large,wet,yes,friendly,weak
loss,tie,thursday,evening,april,low,cloudy,home,medium,dry,no,competitive,average
tie,loss,saturday,evening,october,low,cloudy,home,medium,dry,yes,competitive,strong
win,win,thursday,evening,september,high,sunny,home,medium,dry,yes,friendly,weak
tie,win,tuesday,evening,november,no_wind,cloudy,away,medium,dry,no,friendly,average
tie,win,saturday,evening,february,low,cloudy,away,large,dry,yes,competitive,weak
loss,tie,sunday,afternoon,may,low,cloudy,away,small,dry,yes,friendly,average
tie,tie,thursday,evening,september,high,cloudy,away,elite,dry,no,friendly,strong
tie,loss,tuesday,evening,december,no_wind,rainy,away,elite,wet,yes,competitive,average
tie,tie,wednesday,evening,october,low,sunny,home,medium,dry,yes,friendly,strong
tie,win,thursday,evening,march,no_wind,cloudy,away,elite,dry,no,competitive,weak
tie,tie,thursday,evening,september,low,cloudy,home,medium,dry,no,friendly,strong
win,win,saturday,afternoon,july,no_wind,rainy,away,elite,wet,yes,competitive,weak
loss,tie,saturday,morning,december,low,cloudy,home,medium,dry,yes,friendly,strong
win,win,monday,evening,november,high,snowy,home,medium,dry,no,friendly,weak
tie,tie,thursday,evening,august,high,cloudy,away,large,dry,no,friendly,average
tie,win,sunday,afternoon,june,high,sunny,home,medium,dry,yes,friendly,strong
tie,loss,friday,evening,august,no_wind,cloudy,home,medium,dry,yes,competitive,strong
win,win,thursday,evening,september,high,cloudy,away,elite,dry,yes,competitive,average
tie,tie,tuesday,evening,december,high,sunny,away,medium,dry,no,competitive,weak
tie,win,sunday,evening,august,high,rainy,home,medium,dry,yes,competitive,strong
tie,tie,tuesday,evening,march,low,sunny,home,medium,dry,yes,friendly,average
loss,loss,monday,evening,october,no_wind,cloudy,away,elite,dry,no,competitive,average
tie,tie,friday,evening,february,high,sunny,home,medium,dry,no,friendly,strong
win,win,tuesday,evening,april,no_wind,cloudy,home,medium,dry,yes,competitive,average
loss,tie,wednesday,evening,june,low,sunny,home,medium,dry,yes,competitive,strong
tie,tie,sunday,evening,may,no_wind,cloudy,away,small,dry,yes,competitive,strong
win,win,tuesday,evening,august,low,sunny,home,medium,dry,no,friendly,weak
win,win,friday,evening,june,low,sunny,away,elite,dry,no,competitive,weak
win,win,monday,evening,december,no_wind,sunny,home,medium,dry,no,competitive,weak
win,win,monday,evening,july,high,sunny,away,large,dry,yes,friendly,weak
win,win,wednesday,evening,december,no_wind,cloudy,away,elite,dry,no,competitive,weak
tie,tie,saturday,afternoon,november,no_wind,snowy,home,medium,dry,yes,friendly,strong
win,loss,sunday,morning,december,low,snowy,home,medium,dry,no,competitive,average
tie,loss,sunday,evening,august,high,cloudy,home,medium,dry,yes,competitive,average
loss,loss,saturday,afternoon,april,high,sunny,away,small,dry,yes,friendly,average
win,win,thursday,evening,september,high,cloudy,home,medium,dry,no,competitive,weak
win,tie,saturday,evening,august,high,cloudy,home,medium,dry,yes,competitive,average
win,loss,saturday,morning,july,low,cloudy,home,medium,dry,yes,friendly,average
loss,win,sunday,evening,september,low,cloudy,away,large,dry,no,friendly,average
loss,tie,monday,evening,september,high,cloudy,away,elite,dry,no,competitive,average
tie,tie,sunday,morning,september,high,cloudy,away,small,dry,no,competitive,strong
win,tie,friday,evening,november,low,snowy,away,medium,wet,yes,competitive,weak
tie,loss,wednesday,evening,december,low,snowy,away,medium,wet,yes,competitive,average
tie,tie,friday,evening,june,high,sunny,away,small,dry,no,competitive,strong
win,win,wednesday,evening,may,high,sunny,home,medium,dry,yes,competitive,average
tie,win,wednesday,evening,april,high,sunny,home,medium,dry,no,competitive,strong
win,win,sunday,morning,january,low,cloudy,away,large,dry,no,competitive,weak
tie,tie,tuesday,evening,july,low,rainy,home,medium,dry,no,competitive,strong
tie,win,saturday,morning,may,low,cloudy,home,medium,dry,yes,competitive,weak
tie,win,sunday,afternoon,july,no_wind,sunny,away,medium,dry,yes,friendly,weak
tie,win,wednesday,evening,august,low,sunny,away,small,dry,yes,friendly,average
tie,loss,sunday,afternoon,february,low,snowy,away,small,wet,no,friendly,average
tie,loss,saturday,morning,january,low,cloudy,home,medium,dry,no,friendly,average
win,win,sunday,evening,april,high,sunny,home,medium,dry,no,competitive,weak
win,tie,tuesday,evening,november,no_wind,sunny,away,large,dry,no,competitive,strong
win,win,wednesday,evening,april,high,cloudy,home,medium,dry,yes,competitive,weak
tie,tie,thursday,evening,january,no_wind,snowy,away,elite,wet,yes,friendly,strong
loss,loss,sunday,evening,january,low,sunny,home,medium,dry,yes,friendly,average
win,loss,tuesday,evening,august,high,cloudy,away,large,dry,no,friendly,average
win,win,saturday,morning,october,no_wind,sunny,away,elite,dry,yes,friendly,weak
tie,win,friday,evening,june,low,cloudy,away,medium,dry,yes,competitive,strong
tie,win,tuesday,evening,december,high,snowy,away,small,wet,no,competitive,weak
tie,tie,tuesday,evening,may,high,sunny,away,medium,dry,no,friendly,strong
tie,tie,sunday,afternoon,december,no_wind,sunny,home,medium,dry,no,friendly,strong
loss,tie,friday,evening,september,high,cloudy,home,medium,dry,no,friendly,strong
tie,win,wednesday,evening,july,low,sunny,home,medium,dry,no,competitive,weak
win,win,friday,evening,march,no_wind,sunny,away,small,dry,yes,competitive,weak
tie,loss,sunday,afternoon,september,high,cloudy,home,medium,dry,yes,friendly,average
win,loss,monday,evening,march,low,sunny,away,large,dry,yes,competitive,weak
tie,tie,thursday,evening,february,low,sunny,away,elite,dry,yes,friendly,strong
tie,tie,wednesday,evening,april,high,rainy,home,medium,dry,no,competitive,strong
tie,tie,saturday,morning,july,high,rainy,home,medium,dry,yes,friendly,strong
win,tie,thursday,evening,june,no_wind,rainy,home,medium,dry,no,competitive,average
tie,win,friday,evening,may,low,rainy,home,medium,dry,yes,friendly,strong
tie,win,sunday,evening,november,high,sunny,home,medium,dry,no,friendly,strong
win,win,saturday,afternoon,october,high,sunny,home,medium,dry,yes,competitive,weak
tie,tie,sunday,evening,march,low,sunny,home,medium,dry,no,competitive,strong
tie,tie,friday,evening,july,low,rainy,home,medium,dry,yes,competitive,average
win,win,thursday,evening,august,low,cloudy,home,medium,dry,no,competitive,weak
tie,tie,wednesday,evening,may,no_wind,cloudy,home,medium,dry,no,friendly,strong
loss,tie,friday,evening,october,no_wind,sunny,home,medium,dry,yes,friendly,weak
tie,tie,wednesday,evening,may,high,sunny,home,medium,dry,yes,competitive,average
win,tie,sunday,afternoon,october,no_wind,rainy,home,medium,dry,no,friendly,average
win,tie,tuesday,evening,june,high,sunny,home,medium,dry,yes,competitive,weak
loss,loss,tuesday,evening,january,high,sunny,home,medium,dry,yes,competitive,average
tie,tie,monday,evening,september,high,cloudy,away,small,dry,yes,competitive,strong
win,loss,friday,evening,may,no_wind,sunny,away,medium,dry,no,friendly,average
tie,tie,friday,evening,june,high,sunny,home,medium,dry,no,friendly,strong
win,win,monday,evening,july,low,rainy,home,medium,dry,no,friendly,weak
tie,tie,wednesday,evening,july,low,cloudy,away,elite,dry,yes,friendly,strong
tie,tie,monday,evening,april,no_wind,rainy,home,medium,dry,no,friendly,strong
tie,tie,thursday,evening,july,no_wind,cloudy,away,elite,wet,no,friendly,strong
win,loss,tuesday,evening,august,high,sunny,home,medium,dry,yes,friendly,average
win,loss,sunday,afternoon,august,no_wind,cloudy,away,elite,dry,no,friendly,average
tie,tie,tuesday,evening,march,no_wind,cloudy,away,large,dry,yes,competitive,strong
tie,win,monday,evening,february,no_wind,rainy,home,medium,dry,yes,friendly,strong
tie,tie,wednesday,evening,october,high,rainy,away,large,wet,yes,competitive,strong
loss,loss,monday,evening,may,high,sunny,away,elite,dry,no,competitive,average
tie,win,thursday,evening,may,no_wind,sunny,home,medium,dry,yes,friendly,strong
win,win,friday,evening,august,high,sunny,away,small,dry,yes,friendly,weak
win,loss,tuesday,evening,december,low,sunny,home,medium,dry,yes,competitive,average
loss,win,friday,evening,april,no_wind,cloudy,away,medium,dry,no,competitive,weak
win,win,wednesday,evening,april,high,cloudy,home,medium,dry,no,friendly,weak
win,tie,thursday,evening,august,low,cloudy,away,small,dry,no,friendly,strong
loss,loss,wednesday,evening,june,high,sunny,home,medium,dry,no,competitive,average
tie,loss,monday,evening,november,low,sunny,home,medium,dry,yes,friendly,average
win,win,thursday,evening,december,no_wind,cloudy,home,medium,dry,yes,friendly,weak
win,loss,sunday,evening,january,no_wind,sunny,home,medium,dry,no,friendly,average
tie,tie,friday,evening,may,no_wind,sunny,home,medium,dry,yes,competitive,average
win,tie,monday,evening,may,high,rainy,away,large,wet,yes,friendly,weak
tie,loss,wednesday,evening,august,no_wind,cloudy,home,medium,dry,no,friendly,average
tie,tie,thursday,evening,august,low,rainy,away,medium,wet,yes,competitive,strong
tie,tie,tuesday,evening,may,low,rainy,away,small,wet,yes,friendly,strong
tie,win,saturday,afternoon,may,high,sunny,away,large,dry,no,friendly,average
tie,tie,friday,evening,november,no_wind,sunny,away,elite,dry,yes,friendly,strong
win,win,wednesday,evening,september,high,cloudy,away,large,dry,yes,competitive,weak
tie,win,sunday,afternoon,june,low,cloudy,home,medium,dry,yes,friendly,strong
tie,tie,sunday,morning,april,low,sunny,away,medium,dry,no,competitive,average
win,loss,friday,evening,december,high,cloudy,away,medium,dry,yes,competitive,weak
tie,win,saturday,morning,september,low,sunny,away,medium,dry,yes,friendly,strong
win,tie,thursday,evening,july,low,sunny,home,medium,dry,no,competitive,strong
win,tie,saturday,afternoon,september,low,sunny,away,small,dry,yes,competitive,average
tie,tie,friday,evening,august,no_wind,sunny,home,medium,dry,no,competitive,strong
win,win,tuesday,evening,may,no_wind,cloudy,away,large,dry,no,friendly,weak
win,win,wednesday,evening,september,low,cloudy,away,large,dry,yes,friendly,weak
win,loss,wednesday,evening,april,high,rainy,away,large,wet,no,competitive,average
win,win,tuesday,evening,december,no_wind,rainy,home,medium,dry,no,competitive,weak
